a,b,c,x,y,d
,,,-00.000001092000,  -3.52000,
,,,-00.000001091000,  -3.44000,
,,,-00.000001090000,  -3.44000,
,,,-00.000001089000,  -3.44000,
,,,-00.000001088000,  -3.36000,
,,,-00.000001087000,  -3.36000,
,,,-00.000001086000,  -3.36000,
,,,-00.000001085000,  -3.36000,
,,,-00.000001084000,  -3.28000,
,,,-00.000001083000,  -3.28000,
,,,-00.000001082000,  -3.20000,
,,,-00.000001081000,  -3.20000,
,,,-00.000001080000,  -3.20000,
,,,-00.000001079000,  -3.12000,
,,,-00.000001078000,  -3.12000,
,,,-00.000001077000,  -3.12000,
,,,-00.000001076000,  -3.04000,
,,,-00.000001075000,  -3.04000,
,,,-00.000001074000,  -3.04000,
,,,-00.000001073000,  -2.96000,
,,,-00.000001072000,  -2.96000,
,,,-00.000001071000,  -2.88000,
,,,-00.000001070000,  -2.88000,
,,,-00.000001069000,  -2.88000,
,,,-00.000001068000,  -2.80000,
,,,-00.000001067000,  -2.80000,
,,,-00.000001066000,  -2.80000,
,,,-00.000001065000,  -2.72000,
,,,-00.000001064000,  -2.72000,
,,,-00.000001063000,  -2.64000,
,,,-00.000001062000,  -2.64000,
,,,-00.000001061000,  -2.64000,
,,,-00.000001060000,  -2.56000,
,,,-00.000001059000,  -2.56000,
,,,-00.000001058000,  -2.56000,
,,,-00.000001057000,  -2.48000,
,,,-00.000001056000,  -2.48000,
,,,-00.000001055000,  -2.40000,
,,,-00.000001054000,  -2.40000,
,,,-00.000001053000,  -2.40000,
,,,-00.000001052000,  -2.32000,
,,,-00.000001051000,  -2.32000,
,,,-00.000001050000,  -2.24000,
,,,-00.000001049000,  -2.24000,
,,,-00.000001048000,  -2.24000,
,,,-00.000001047000,  -2.16000,
,,,-00.000001046000,  -2.16000,
,,,-00.000001045000,  -2.08000,
,,,-00.000001044000,  -2.08000,
,,,-00.000001043000,  -2.00000,
,,,-00.000001042000,  -2.00000,
,,,-00.000001041000,  -2.00000,
,,,-00.000001040000,  -1.92000,
,,,-00.000001039000,  -1.92000,
,,,-00.000001038000,  -1.84000,
,,,-00.000001037000,  -1.84000,
,,,-00.000001036000,  -1.84000,
,,,-00.000001035000,  -1.76000,
,,,-00.000001034000,  -1.76000,
,,,-00.000001033000,  -1.68000,
,,,-00.000001032000,  -1.68000,
,,,-00.000001031000,  -1.60000,
,,,-00.000001030000,  -1.60000,
,,,-00.000001029000,  -1.52000,
,,,-00.000001028000,  -1.52000,
,,,-00.000001027000,  -1.52000,
,,,-00.000001026000,  -1.44000,
,,,-00.000001025000,  -1.44000,
,,,-00.000001024000,  -1.36000,
,,,-00.000001023000,  -1.36000,
,,,-00.000001022000,  -1.36000,
,,,-00.000001021000,  -1.28000,
,,,-00.000001020000,  -1.28000,
,,,-00.000001019000,  -1.20000,
,,,-00.000001018000,  -1.20000,
,,,-00.000001017000,  -1.12000,
,,,-00.000001016000,  -1.12000,
,,,-00.000001015000,  -1.04000,
,,,-00.000001014000,  -1.04000,
,,,-00.000001013000,  -1.04000,
,,,-00.000001012000,  -0.96000,
,,,-00.000001011000,  -0.96000,
,,,-00.000001010000,  -0.88000,
,,,-00.000001009000,  -0.88000,
,,,-00.000001008000,  -0.80000,
,,,-00.000001007000,  -0.80000,
,,,-00.000001006000,  -0.72000,
,,,-00.000001005000,  -0.72000,
,,,-00.000001004000,  -0.64000,
,,,-00.000001003000,  -0.64000,
,,,-00.000001002000,  -0.56000,
,,,-00.000001001000,  -0.56000,
,,,-00.000001000000,  -0.56000,
,,,-00.000000999000,  -0.48000,
,,,-00.000000998000,  -0.48000,
,,,-00.000000997000,  -0.40000,
,,,-00.000000996000,  -0.40000,
,,,-00.000000995000,  -0.32000,
,,,-00.000000994000,  -0.32000,
,,,-00.000000993000,  -0.24000,
,,,-00.000000992000,  -0.24000,
,,,-00.000000991000,  -0.24000,
,,,-00.000000990000,  -0.16000,
,,,-00.000000989000,  -0.08000,
,,,-00.000000988000,  -0.08000,
,,,-00.000000987000,  -0.08000,
,,,-00.000000986000,   0.00000,
,,,-00.000000985000,   0.00000,
,,,-00.000000984000,   0.08000,
,,,-00.000000983000,   0.08000,
,,,-00.000000982000,   0.16000,
,,,-00.000000981000,   0.16000,
,,,-00.000000980000,   0.16000,
,,,-00.000000979000,   0.24000,
,,,-00.000000978000,   0.24000,
,,,-00.000000977000,   0.32000,
,,,-00.000000976000,   0.32000,
,,,-00.000000975000,   0.40000,
,,,-00.000000974000,   0.40000,
,,,-00.000000973000,   0.48000,
,,,-00.000000972000,   0.48000,
,,,-00.000000971000,   0.48000,
,,,-00.000000970000,   0.56000,
,,,-00.000000969000,   0.64000,
,,,-00.000000968000,   0.64000,
,,,-00.000000967000,   0.64000,
,,,-00.000000966000,   0.72000,
,,,-00.000000965000,   0.72000,
,,,-00.000000964000,   0.80000,
,,,-00.000000963000,   0.80000,
,,,-00.000000962000,   0.88000,
,,,-00.000000961000,   0.88000,
,,,-00.000000960000,   0.96000,
,,,-00.000000959000,   0.96000,
,,,-00.000000958000,   1.04000,
,,,-00.000000957000,   1.04000,
,,,-00.000000956000,   1.12000,
,,,-00.000000955000,   1.12000,
,,,-00.000000954000,   1.12000,
,,,-00.000000953000,   1.20000,
,,,-00.000000952000,   1.20000,
,,,-00.000000951000,   1.28000,
,,,-00.000000950000,   1.28000,
,,,-00.000000949000,   1.36000,
,,,-00.000000948000,   1.36000,
,,,-00.000000947000,   1.36000,
,,,-00.000000946000,   1.44000,
,,,-00.000000945000,   1.44000,
,,,-00.000000944000,   1.52000,
,,,-00.000000943000,   1.52000,
,,,-00.000000942000,   1.60000,
,,,-00.000000941000,   1.60000,
,,,-00.000000940000,   1.60000,
,,,-00.000000939000,   1.68000,
,,,-00.000000938000,   1.68000,
,,,-00.000000937000,   1.76000,
,,,-00.000000936000,   1.76000,
,,,-00.000000935000,   1.84000,
,,,-00.000000934000,   1.84000,
,,,-00.000000933000,   1.84000,
,,,-00.000000932000,   1.92000,
,,,-00.000000931000,   1.92000,
,,,-00.000000930000,   2.00000,
,,,-00.000000929000,   2.00000,
,,,-00.000000928000,   2.08000,
,,,-00.000000927000,   2.08000,
,,,-00.000000926000,   2.16000,
,,,-00.000000925000,   2.16000,
,,,-00.000000924000,   2.16000,
,,,-00.000000923000,   2.24000,
,,,-00.000000922000,   2.24000,
,,,-00.000000921000,   2.32000,
,,,-00.000000920000,   2.32000,
,,,-00.000000919000,   2.32000,
,,,-00.000000918000,   2.40000,
,,,-00.000000917000,   2.40000,
,,,-00.000000916000,   2.48000,
,,,-00.000000915000,   2.48000,
,,,-00.000000914000,   2.48000,
,,,-00.000000913000,   2.56000,
,,,-00.000000912000,   2.56000,
,,,-00.000000911000,   2.64000,
,,,-00.000000910000,   2.64000,
,,,-00.000000909000,   2.64000,
,,,-00.000000908000,   2.72000,
,,,-00.000000907000,   2.72000,
,,,-00.000000906000,   2.80000,
,,,-00.000000905000,   2.80000,
,,,-00.000000904000,   2.80000,
,,,-00.000000903000,   2.88000,
,,,-00.000000902000,   2.88000,
,,,-00.000000901000,   2.96000,
,,,-00.000000900000,   2.96000,
,,,-00.000000899000,   2.96000,
,,,-00.000000898000,   3.04000,
,,,-00.000000897000,   3.04000,
,,,-00.000000896000,   3.04000,
,,,-00.000000895000,   3.12000,
,,,-00.000000894000,   3.12000,
,,,-00.000000893000,   3.20000,
,,,-00.000000892000,   3.20000,
,,,-00.000000891000,   3.20000,
,,,-00.000000890000,   3.28000,
,,,-00.000000889000,   3.28000,
,,,-00.000000888000,   3.28000,
,,,-00.000000887000,   3.36000,
,,,-00.000000886000,   3.36000,
,,,-00.000000885000,   3.44000,
,,,-00.000000884000,   3.44000,
,,,-00.000000883000,   3.44000,
,,,-00.000000882000,   3.52000,
,,,-00.000000881000,   3.52000,
,,,-00.000000880000,   3.52000,
,,,-00.000000879000,   3.60000,
,,,-00.000000878000,   3.60000,
,,,-00.000000877000,   3.60000,
,,,-00.000000876000,   3.68000,
,,,-00.000000875000,   3.68000,
,,,-00.000000874000,   3.68000,
,,,-00.000000873000,   3.76000,
,,,-00.000000872000,   3.76000,
,,,-00.000000871000,   3.76000,
,,,-00.000000870000,   3.84000,
,,,-00.000000869000,   3.84000,
,,,-00.000000868000,   3.84000,
,,,-00.000000867000,   3.92000,
,,,-00.000000866000,   3.92000,
,,,-00.000000865000,   3.92000,
,,,-00.000000864000,   3.92000,
,,,-00.000000863000,   4.00000,
,,,-00.000000862000,   4.00000,
,,,-00.000000861000,   4.08000,
,,,-00.000000860000,   4.08000,
,,,-00.000000859000,   4.08000,
,,,-00.000000858000,   4.08000,
,,,-00.000000857000,   4.16000,
,,,-00.000000856000,   4.16000,
,,,-00.000000855000,   4.16000,
,,,-00.000000854000,   4.24000,
,,,-00.000000853000,   4.24000,
,,,-00.000000852000,   4.24000,
,,,-00.000000851000,   4.24000,
,,,-00.000000850000,   4.32000,
,,,-00.000000849000,   4.32000,
,,,-00.000000848000,   4.32000,
,,,-00.000000847000,   4.40000,
,,,-00.000000846000,   4.40000,
,,,-00.000000845000,   4.40000,
,,,-00.000000844000,   4.40000,
,,,-00.000000843000,   4.40000,
,,,-00.000000842000,   4.48000,
,,,-00.000000841000,   4.48000,
,,,-00.000000840000,   4.48000,
,,,-00.000000839000,   4.56000,
,,,-00.000000838000,   4.56000,
,,,-00.000000837000,   4.56000,
,,,-00.000000836000,   4.56000,
,,,-00.000000835000,   4.56000,
,,,-00.000000834000,   4.64000,
,,,-00.000000833000,   4.64000,
,,,-00.000000832000,   4.64000,
,,,-00.000000831000,   4.64000,
,,,-00.000000830000,   4.72000,
,,,-00.000000829000,   4.72000,
,,,-00.000000828000,   4.72000,
,,,-00.000000827000,   4.72000,
,,,-00.000000826000,   4.80000,
,,,-00.000000825000,   4.80000,
,,,-00.000000824000,   4.80000,
,,,-00.000000823000,   4.80000,
,,,-00.000000822000,   4.88000,
,,,-00.000000821000,   4.88000,
,,,-00.000000820000,   4.88000,
,,,-00.000000819000,   4.88000,
,,,-00.000000818000,   4.96000,
,,,-00.000000817000,   4.96000,
,,,-00.000000816000,   4.96000,
,,,-00.000000815000,   4.96000,
,,,-00.000000814000,   5.04000,
,,,-00.000000813000,   5.04000,
,,,-00.000000812000,   5.04000,
,,,-00.000000811000,   5.04000,
,,,-00.000000810000,   5.12000,
,,,-00.000000809000,   5.12000,
,,,-00.000000808000,   5.12000,
,,,-00.000000807000,   5.20000,
,,,-00.000000806000,   5.20000,
,,,-00.000000805000,   5.20000,
,,,-00.000000804000,   5.20000,
,,,-00.000000803000,   5.28000,
,,,-00.000000802000,   5.28000,
,,,-00.000000801000,   5.28000,
,,,-00.000000800000,   5.28000,
,,,-00.000000799000,   5.36000,
,,,-00.000000798000,   5.36000,
,,,-00.000000797000,   5.36000,
,,,-00.000000796000,   5.36000,
,,,-00.000000795000,   5.36000,
,,,-00.000000794000,   5.44000,
,,,-00.000000793000,   5.44000,
,,,-00.000000792000,   5.44000,
,,,-00.000000791000,   5.44000,
,,,-00.000000790000,   5.44000,
,,,-00.000000789000,   5.44000,
,,,-00.000000788000,   5.44000,
,,,-00.000000787000,   5.52000,
,,,-00.000000786000,   5.52000,
,,,-00.000000785000,   5.52000,
,,,-00.000000784000,   5.52000,
,,,-00.000000783000,   5.52000,
,,,-00.000000782000,   5.52000,
,,,-00.000000781000,   5.52000,
,,,-00.000000780000,   5.52000,
,,,-00.000000779000,   5.52000,
,,,-00.000000778000,   5.52000,
,,,-00.000000777000,   5.52000,
,,,-00.000000776000,   5.52000,
,,,-00.000000775000,   5.52000,
,,,-00.000000774000,   5.52000,
,,,-00.000000773000,   5.52000,
,,,-00.000000772000,   5.52000,
,,,-00.000000771000,   5.52000,
,,,-00.000000770000,   5.52000,
,,,-00.000000769000,   5.52000,
,,,-00.000000768000,   5.52000,
,,,-00.000000767000,   5.52000,
,,,-00.000000766000,   5.52000,
,,,-00.000000765000,   5.52000,
,,,-00.000000764000,   5.52000,
,,,-00.000000763000,   5.52000,
,,,-00.000000762000,   5.52000,
,,,-00.000000761000,   5.52000,
,,,-00.000000760000,   5.52000,
,,,-00.000000759000,   5.52000,
,,,-00.000000758000,   5.52000,
,,,-00.000000757000,   5.52000,
,,,-00.000000756000,   5.52000,
,,,-00.000000755000,   5.52000,
,,,-00.000000754000,   5.52000,
,,,-00.000000753000,   5.52000,
,,,-00.000000752000,   5.52000,
,,,-00.000000751000,   5.52000,
,,,-00.000000750000,   5.52000,
,,,-00.000000749000,   5.52000,
,,,-00.000000748000,   5.52000,
,,,-00.000000747000,   5.52000,
,,,-00.000000746000,   5.52000,
,,,-00.000000745000,   5.52000,
,,,-00.000000744000,   5.52000,
,,,-00.000000743000,   5.52000,
,,,-00.000000742000,   5.52000,
,,,-00.000000741000,   5.52000,
,,,-00.000000740000,   5.52000,
,,,-00.000000739000,   5.52000,
,,,-00.000000738000,   5.52000,
,,,-00.000000737000,   5.52000,
,,,-00.000000736000,   5.44000,
,,,-00.000000735000,   5.44000,
,,,-00.000000734000,   5.44000,
,,,-00.000000733000,   5.44000,
,,,-00.000000732000,   5.44000,
,,,-00.000000731000,   5.44000,
,,,-00.000000730000,   5.44000,
,,,-00.000000729000,   5.44000,
,,,-00.000000728000,   5.44000,
,,,-00.000000727000,   5.44000,
,,,-00.000000726000,   5.44000,
,,,-00.000000725000,   5.36000,
,,,-00.000000724000,   5.36000,
,,,-00.000000723000,   5.36000,
,,,-00.000000722000,   5.36000,
,,,-00.000000721000,   5.36000,
,,,-00.000000720000,   5.36000,
,,,-00.000000719000,   5.36000,
,,,-00.000000718000,   5.36000,
,,,-00.000000717000,   5.36000,
,,,-00.000000716000,   5.36000,
,,,-00.000000715000,   5.28000,
,,,-00.000000714000,   5.28000,
,,,-00.000000713000,   5.28000,
,,,-00.000000712000,   5.28000,
,,,-00.000000711000,   5.28000,
,,,-00.000000710000,   5.28000,
,,,-00.000000709000,   5.28000,
,,,-00.000000708000,   5.20000,
,,,-00.000000707000,   5.20000,
,,,-00.000000706000,   5.20000,
,,,-00.000000705000,   5.20000,
,,,-00.000000704000,   5.20000,
,,,-00.000000703000,   5.20000,
,,,-00.000000702000,   5.20000,
,,,-00.000000701000,   5.12000,
,,,-00.000000700000,   5.12000,
,,,-00.000000699000,   5.12000,
,,,-00.000000698000,   5.12000,
,,,-00.000000697000,   5.12000,
,,,-00.000000696000,   5.04000,
,,,-00.000000695000,   5.04000,
,,,-00.000000694000,   5.04000,
,,,-00.000000693000,   5.04000,
,,,-00.000000692000,   5.04000,
,,,-00.000000691000,   4.96000,
,,,-00.000000690000,   4.96000,
,,,-00.000000689000,   4.96000,
,,,-00.000000688000,   4.96000,
,,,-00.000000687000,   4.96000,
,,,-00.000000686000,   4.88000,
,,,-00.000000685000,   4.88000,
,,,-00.000000684000,   4.88000,
,,,-00.000000683000,   4.88000,
,,,-00.000000682000,   4.88000,
,,,-00.000000681000,   4.80000,
,,,-00.000000680000,   4.80000,
,,,-00.000000679000,   4.80000,
,,,-00.000000678000,   4.80000,
,,,-00.000000677000,   4.80000,
,,,-00.000000676000,   4.72000,
,,,-00.000000675000,   4.72000,
,,,-00.000000674000,   4.72000,
,,,-00.000000673000,   4.72000,
,,,-00.000000672000,   4.64000,
,,,-00.000000671000,   4.64000,
,,,-00.000000670000,   4.64000,
,,,-00.000000669000,   4.64000,
,,,-00.000000668000,   4.56000,
,,,-00.000000667000,   4.56000,
,,,-00.000000666000,   4.56000,
,,,-00.000000665000,   4.56000,
,,,-00.000000664000,   4.48000,
,,,-00.000000663000,   4.48000,
,,,-00.000000662000,   4.48000,
,,,-00.000000661000,   4.48000,
,,,-00.000000660000,   4.40000,
,,,-00.000000659000,   4.40000,
,,,-00.000000658000,   4.40000,
,,,-00.000000657000,   4.32000,
,,,-00.000000656000,   4.32000,
,,,-00.000000655000,   4.32000,
,,,-00.000000654000,   4.32000,
,,,-00.000000653000,   4.24000,
,,,-00.000000652000,   4.24000,
,,,-00.000000651000,   4.24000,
,,,-00.000000650000,   4.24000,
,,,-00.000000649000,   4.16000,
,,,-00.000000648000,   4.16000,
,,,-00.000000647000,   4.16000,
,,,-00.000000646000,   4.08000,
,,,-00.000000645000,   4.08000,
,,,-00.000000644000,   4.08000,
,,,-00.000000643000,   4.00000,
,,,-00.000000642000,   4.00000,
,,,-00.000000641000,   4.00000,
,,,-00.000000640000,   3.92000,
,,,-00.000000639000,   3.92000,
,,,-00.000000638000,   3.92000,
,,,-00.000000637000,   3.92000,
,,,-00.000000636000,   3.84000,
,,,-00.000000635000,   3.84000,
,,,-00.000000634000,   3.84000,
,,,-00.000000633000,   3.76000,
,,,-00.000000632000,   3.76000,
,,,-00.000000631000,   3.76000,
,,,-00.000000630000,   3.68000,
,,,-00.000000629000,   3.68000,
,,,-00.000000628000,   3.68000,
,,,-00.000000627000,   3.60000,
,,,-00.000000626000,   3.60000,
,,,-00.000000625000,   3.60000,
,,,-00.000000624000,   3.52000,
,,,-00.000000623000,   3.52000,
,,,-00.000000622000,   3.52000,
,,,-00.000000621000,   3.44000,
,,,-00.000000620000,   3.44000,
,,,-00.000000619000,   3.44000,
,,,-00.000000618000,   3.36000,
,,,-00.000000617000,   3.36000,
,,,-00.000000616000,   3.28000,
,,,-00.000000615000,   3.28000,
,,,-00.000000614000,   3.28000,
,,,-00.000000613000,   3.20000,
,,,-00.000000612000,   3.20000,
,,,-00.000000611000,   3.20000,
,,,-00.000000610000,   3.12000,
,,,-00.000000609000,   3.12000,
,,,-00.000000608000,   3.12000,
,,,-00.000000607000,   3.04000,
,,,-00.000000606000,   3.04000,
,,,-00.000000605000,   3.04000,
,,,-00.000000604000,   2.96000,
,,,-00.000000603000,   2.96000,
,,,-00.000000602000,   2.88000,
,,,-00.000000601000,   2.88000,
,,,-00.000000600000,   2.80000,
,,,-00.000000599000,   2.80000,
,,,-00.000000598000,   2.80000,
,,,-00.000000597000,   2.72000,
,,,-00.000000596000,   2.72000,
,,,-00.000000595000,   2.72000,
,,,-00.000000594000,   2.64000,
,,,-00.000000593000,   2.64000,
,,,-00.000000592000,   2.56000,
,,,-00.000000591000,   2.56000,
,,,-00.000000590000,   2.56000,
,,,-00.000000589000,   2.48000,
,,,-00.000000588000,   2.48000,
,,,-00.000000587000,   2.48000,
,,,-00.000000586000,   2.40000,
,,,-00.000000585000,   2.40000,
,,,-00.000000584000,   2.32000,
,,,-00.000000583000,   2.32000,
,,,-00.000000582000,   2.32000,
,,,-00.000000581000,   2.24000,
,,,-00.000000580000,   2.24000,
,,,-00.000000579000,   2.16000,
,,,-00.000000578000,   2.16000,
,,,-00.000000577000,   2.16000,
,,,-00.000000576000,   2.08000,
,,,-00.000000575000,   2.08000,
,,,-00.000000574000,   2.00000,
,,,-00.000000573000,   2.00000,
,,,-00.000000572000,   2.00000,
,,,-00.000000571000,   1.92000,
,,,-00.000000570000,   1.92000,
,,,-00.000000569000,   1.84000,
,,,-00.000000568000,   1.84000,
,,,-00.000000567000,   1.84000,
,,,-00.000000566000,   1.76000,
,,,-00.000000565000,   1.76000,
,,,-00.000000564000,   1.68000,
,,,-00.000000563000,   1.68000,
,,,-00.000000562000,   1.68000,
,,,-00.000000561000,   1.60000,
,,,-00.000000560000,   1.60000,
,,,-00.000000559000,   1.52000,
,,,-00.000000558000,   1.52000,
,,,-00.000000557000,   1.44000,
,,,-00.000000556000,   1.44000,
,,,-00.000000555000,   1.44000,
,,,-00.000000554000,   1.36000,
,,,-00.000000553000,   1.36000,
,,,-00.000000552000,   1.28000,
,,,-00.000000551000,   1.28000,
,,,-00.000000550000,   1.20000,
,,,-00.000000549000,   1.20000,
,,,-00.000000548000,   1.20000,
,,,-00.000000547000,   1.12000,
,,,-00.000000546000,   1.12000,
,,,-00.000000545000,   1.04000,
,,,-00.000000544000,   1.04000,
,,,-00.000000543000,   1.04000,
,,,-00.000000542000,   0.96000,
,,,-00.000000541000,   0.96000,
,,,-00.000000540000,   0.88000,
,,,-00.000000539000,   0.88000,
,,,-00.000000538000,   0.88000,
,,,-00.000000537000,   0.80000,
,,,-00.000000536000,   0.80000,
,,,-00.000000535000,   0.72000,
,,,-00.000000534000,   0.72000,
,,,-00.000000533000,   0.64000,
,,,-00.000000532000,   0.64000,
,,,-00.000000531000,   0.56000,
,,,-00.000000530000,   0.56000,
,,,-00.000000529000,   0.56000,
,,,-00.000000528000,   0.48000,
,,,-00.000000527000,   0.48000,
,,,-00.000000526000,   0.40000,
,,,-00.000000525000,   0.40000,
,,,-00.000000524000,   0.32000,
,,,-00.000000523000,   0.32000,
,,,-00.000000522000,   0.32000,
,,,-00.000000521000,   0.24000,
,,,-00.000000520000,   0.24000,
,,,-00.000000519000,   0.16000,
,,,-00.000000518000,   0.16000,
,,,-00.000000517000,   0.08000,
,,,-00.000000516000,   0.08000,
,,,-00.000000515000,   0.08000,
,,,-00.000000514000,   0.00000,
,,,-00.000000513000,   0.00000,
,,,-00.000000512000,  -0.08000,
,,,-00.000000511000,  -0.08000,
,,,-00.000000510000,  -0.08000,
,,,-00.000000509000,  -0.16000,
,,,-00.000000508000,  -0.16000,
,,,-00.000000507000,  -0.24000,
,,,-00.000000506000,  -0.24000,
,,,-00.000000505000,  -0.24000,
,,,-00.000000504000,  -0.32000,
,,,-00.000000503000,  -0.32000,
,,,-00.000000502000,  -0.40000,
,,,-00.000000501000,  -0.40000,
